Time (min),Requests
36831,35858
36832,77841
36833,36019
36834,28091
36835,22924
36836,4231
36837,4940
36838,7618
36839,2371
36840,74932
36841,58514
36842,92525
36843,159940
36844,5389
36845,16634
36846,408874
36847,135234
36848,84527
36849,9480
36850,34048
36851,33272
36852,14054
36853,89044
36854,6305
36855,4318
36856,93803
36857,94247
36858,4896
36859,2527
36860,3320
36861,44315
36862,554233
36863,277297
36864,3125
36865,98512
36866,7559
36867,7734
36868,332354
36869,128240
36870,74764
36871,10562847
36872,27362
36873,119074
36874,1904
36875,737752
36876,983
36877,73001
36878,34709
36879,9180
36880,616387
36881,178420
36882,124403
36883,94319
36884,154182
36885,19378
36886,22651
36887,317
36888,2441
36889,1054
36890,471
36891,1169
36892,5587
36893,107947
36894,403093
36895,375687
36896,92888
36897,124678
36898,10836
36899,14426
36900,4781
36901,4444
36902,5138
36903,9527
36904,1540
36905,7058
36906,2282
36907,131335
36908,109125
36909,22579
36910,34304
36911,65582
36912,11758
36913,76975
36914,4537
36915,1511
36916,127768
36917,123296
36918,34103
36919,42896
36920,202617
36921,34285
36922,39090
36923,4221
36924,2348
36925,7723
36926,2128
36927,804
36928,1628
36929,887
36930,144482
36931,194588
36932,22439
36933,656
36934,875
36935,526
36936,12128
36937,12287
36938,3777
36939,2505
36940,2166
36941,4461
36942,945
36943,32382
36944,4475
36945,972
36946,75521
36947,4606
36948,11716
36949,560738
36950,124500
36951,2108
36952,4123
36953,2956
36954,2362
36955,3219
36956,3087
36957,16004
36958,10018
36959,594
36960,622
36961,3108
36962,110786
36963,335167
36964,369364
36965,6079
36966,1362
36967,3874
36968,18285
36969,1618
36970,1118806
36971,3529
36972,787
36973,5962
36974,4927
36975,6952
36976,8757
36977,13323
36978,13120
36979,2420
36980,2189
36981,2704
36982,2420
36983,1001775
36984,1948
36985,38991
36986,34793
36987,34496
36988,33638
36989,34949
36990,204439
36991,33545
36992,38116
36993,2357
36994,2121
36995,2969
36996,935
36997,54171
36998,1500
36999,4021
37000,1029
37001,716108
37002,1154
37003,910
37004,2936
37005,3571
37006,2333
37007,2078
37008,6857
37009,2399
37010,3515
37011,2630
37012,7936
37013,2361
37014,7022
37015,2693
37016,4679
37017,23953
37018,120934
37019,44331
37020,67699
37021,22757
37022,5784
37023,2545
37024,2062
37025,11283
37026,14342
37027,527
37028,1083
37029,2419
37030,1701
37031,2153159
37032,9450
37033,1087
37034,1607
37035,1835
37036,924
37037,48531
37038,1767
37039,4558
37040,2348
37041,3708
37042,1801
37043,39313
37044,1201630
37045,2792
37046,3075
37047,5300
37048,18461
37049,2623
37050,1017
37051,19333
37052,4324
37053,1267
37054,1549
37055,16120
37056,16466
37057,5606
37058,4110
37059,3692
37060,4515
37061,4923
37062,14146
37063,47074
37064,735156
37065,7940
37066,11775
37067,9164
37068,8793
37069,128881
37070,2684
37071,10462
37072,25207
37073,3172
37074,4916
37075,2241
37076,1855
37077,1023
37078,5628
37079,69719
37080,2034
37081,3193
37082,182788
37083,134015
37084,8060
37085,100645
37086,10535
37087,6614
37088,1365
37089,2135
37090,945
37091,1123
37092,611
37093,1314
37094,72883
37095,1768
37096,1074
37097,3943
37098,45517
37099,7260
37100,29060
37101,4277
37102,76679
37103,1315
37104,1120
37105,2071
37106,4968
37107,7034
37108,69094
37109,2694
37110,100431
37111,102939
37112,2299
37113,2116929
37114,28279
37115,2922
37116,3213
37117,10451
37118,2672930
37119,82013
37120,11077
37121,623582
37122,64729
37123,10532
37124,79849
37125,10261
37126,17038
37127,98606
37128,98208
37129,2900
37130,22547
37131,23025
37132,1696
37133,1667
37134,2581
37135,89595
37136,176245
37137,695
37138,1057439
37139,1444
37140,1978
37141,7509
37142,8020
37143,2526
37144,1161
37145,74251
37146,3538
37147,21620
37148,478379
37149,126104
37150,68347
37151,2868
37152,1408
37153,117
37154,1615
37155,659
37156,2074
37157,5567
37158,2389
37159,3031
37160,6729
37161,333533
37162,298750
37163,627251
37164,133789
37165,1241955
37166,2060
37167,37932
37168,22887
37169,7247
37170,1083
37171,185142
37172,10344
37173,11232
37174,2662
37175,1833
37176,16926
37177,1064
37178,6842
37179,2156
37180,1605
37181,2557
37182,1795
37183,668
37184,34297
37185,38293
37186,111774
37187,35259
37188,203892
37189,33443
37190,39182
37191,1693
37192,503
37193,1363
37194,10717
37195,3403
37196,1558
37197,4229
37198,5897
37199,3538
37200,1060
37201,2715
37202,904
37203,626146
37204,903
37205,26679
37206,34573
37207,2806
37208,3030
37209,152461
37210,1894
37211,1684
37212,5404
37213,2045
37214,4939
37215,6178
37216,4590
37217,7179
37218,3307
37219,699
37220,5023
37221,6574
37222,969
37223,16387
37224,3365
37225,2656
37226,24230
37227,90
37228,732
37229,11844
37230,815
37231,2178
37232,9811
37233,7486
37234,46240
37235,1033
37236,242186
37237,1107628
37238,893
37239,2131
37240,1305
37241,4047
37242,12449
37243,328
37244,1182
37245,7946
37246,613
37247,1192
37248,2540
37249,1138
37250,2043
37251,145609
37252,3133
37253,2720
37254,8329
37255,2596
37256,546
37257,1366
37258,1202
37259,61621
37260,588
37261,7817
37262,6209
37263,1122
37264,39327
37265,96146
37266,77347
37267,39227
37268,39321
37269,2769
37270,2737
37271,2735
37272,2488
37273,1111
37274,3450
37275,15892
37276,15615
37277,610061
37278,68740
37279,1125
37280,10098
37281,12227
37282,1581
37283,12467
37284,15034
37285,3393
37286,12023
37287,4240
37288,12179
37289,3776
37290,3447
37291,2975
37292,3538
37293,3880
37294,2465
37295,5512
37296,2298
37297,4651
37298,2548
37299,84026
37300,8616
37301,37229
37302,6085
37303,4451
37304,8055
37305,4667
37306,2289
37307,2570
37308,9776
37309,2479
37310,2254
37311,6090
37312,2553
37313,1497
37314,1285
37315,1217
37316,1291
37317,23143
37318,2000
37319,1906143
37320,3130
37321,13109
37322,13018
37323,923
37324,66990
37325,2540
37326,2002
37327,792
37328,1035
37329,927
37330,921
37331,1951
37332,4676
37333,4910
37334,4583
37335,5036
37336,5854
37337,2768
37338,284886
37339,760653
37340,13937
37341,24582
37342,2540
37343,22152
37344,11572
37345,17750
37346,84500
37347,110388
37348,2904
37349,7156
37350,2052
37351,2375
37352,43447
37353,39651
37354,78473
37355,38384
37356,36730
37357,126685
37358,18211
37359,428
37360,63022
37361,1225373
37362,1445263
37363,1528
37364,1062
37365,774
37366,1036
37367,832
37368,880
37369,6922
37370,523528
37371,7850
37372,2294
37373,7757
37374,882
37375,775
37376,189
37377,1220
37378,10960
37379,8389
37380,15318
37381,4003
37382,14422
37383,3802
37384,48787
37385,50899
37386,2458
37387,2562
37388,2295
37389,3047
37390,2288
37391,82477
37392,13785
37393,840
37394,2034
37395,7745
37396,3287
37397,237
37398,2135129
37399,245103
37400,20558
37401,2656714
37402,563152
37403,9660
37404,5383
37405,135
37406,2493
37407,4594
37408,737
37409,2045
37410,5206
37411,601
37412,11446
37413,3752
37414,752
37415,14660
37416,16160
37417,1877
37418,1877587
37419,76833
37420,177181
37421,1716
37422,1353
37423,172072
37424,850
37425,6141
37426,5969
37427,5477
37428,6474
37429,2628
37430,2705
37431,4683
37432,4368
37433,3046
37434,4183
37435,8484
37436,1472
37437,2197
37438,752746
37439,62413
37440,18365
37441,2251
37442,15387
37443,10829
37444,115494
37445,3428
37446,14927
37447,1866
37448,2423
37449,18674
37450,1382231
37451,6710
37452,3501
37453,52271
37454,9995
37455,811698
37456,25543
37457,4530
37458,12102
37459,5941
37460,8315
37461,3604
37462,2251
37463,187050
37464,734
37465,107693
37466,2018
37467,1122
37468,4808
37469,1124
37470,4787
37471,1490
37472,1710
37473,944
37474,16746292
37475,948
37476,2327
37477,11223
37478,1299
37479,1651
37480,5686
37481,45672
37482,2598
37483,7081
37484,2208
37485,2302
37486,29836
37487,35780
37488,1849755
37489,160
37490,45045
37491,268
37492,1767
37493,14919
37494,24753
37495,27785
37496,1282
37497,1088
37498,4194269
37499,63702
37500,2671
37501,1283
37502,2120198
37503,21890
37504,56873
37505,1573
37506,710
37507,2187
37508,2197
37509,1915
37510,3354
37511,2140
37512,1808
37513,2896
37514,2072
37515,2144
37516,739318
37517,16755
37518,13001
37519,69516
37520,194704
37521,19276
37522,23211
37523,120599
37524,20244
37525,6736
37526,3438
37527,2466
37528,1424
37529,1156
37530,4882
37531,849
37532,312
37533,8172
37534,146767
37535,43069
37536,52333
37537,116745
37538,95601
37539,2212
37540,3088
37541,207172
37542,125829
37543,996
37544,97660
37545,9405
37546,1557
37547,864
37548,542
37549,17483
37550,9917
37551,2541
37552,6244
37553,69527
37554,1872
37555,479
37556,783
37557,7378
37558,4332
37559,35164
37560,8655
37561,52210
37562,3580
37563,1460
37564,6636
37565,6011
37566,6220
37567,70832
37568,4901
37569,99864
37570,99261
37571,2055922
37572,239352
37573,7800
37574,136739
37575,2630869
37576,12642
37577,24349
37578,134588
37579,11185
37580,82391
37581,25764
37582,54397
37583,115022
37584,132298
37585,17422
37586,19718
37587,2025
37588,19076
37589,24706
37590,1027
37591,3356
37592,74797
37593,176923
37594,7828
37595,2385
37596,2409
37597,1741
37598,1342
37599,1342
37600,667
37601,1816
37602,5258
37603,4114
37604,1854568
37605,2415
37606,74462
37607,1991
37608,7973
37609,556183
37610,120759
37611,265073
37612,9417
37613,474
37614,1886
37615,181947
37616,593
37617,9158
37618,6271
37619,5484
37620,7556
37621,110123
37622,333034
37623,371465
37624,748343
37625,3161
37626,27253
37627,11892
37628,12601
37629,80116
37630,2591320
37631,1425
37632,9573
37633,1265499
37634,1493
37635,1616
37636,1061
37637,7825
37638,1205
37639,15896
37640,2861
37641,543064
37642,8468
37643,608
37644,1596
37645,33869
37646,34034
37647,34148
37648,33996
37649,204016
37650,34548
37651,45488
37652,3950
37653,79327
37654,1575
37655,815
37656,2745
37657,2192
37658,767
37659,3633
37660,2180
37661,4713
37662,1206
37663,34383
37664,2147
37665,1492
37666,23445
37667,81748
37668,19970
37669,2225
37670,573137
37671,9018
37672,325080
37673,2131
37674,19372
37675,23298
37676,1077
37677,2890
37678,1027
37679,2144250
37680,29962
37681,2034170
37682,77673
37683,3451
37684,680
37685,2084120
37686,58500
37687,34543
37688,35978
37689,46562
37690,34823
37691,13289
37692,82496
37693,1259992
37694,1448
37695,1347
37696,22811
37697,1273
37698,1370877
37699,805
37700,3048
37701,7580
37702,12973
37703,70108
37704,187548
37705,1667
37706,1204
37707,3702
37708,15257
37709,3615
37710,18505
37711,2189
37712,9514
37713,1275
37714,2745
37715,53393
37716,3057
37717,6363
37718,1198
37719,21146
37720,4900
37721,6445
37722,2543
37723,3583
37724,2072
37725,1492
37726,14298
37727,9878
37728,2828
37729,1454236
37730,4948
37731,604661
37732,185292
37733,721591
37734,82699
37735,818101
37736,19859
37737,4071
37738,1116
37739,11910
37740,7656
37741,2612
37742,4037
37743,24493
37744,76979
37745,3925
37746,29252
37747,24222
37748,5674
37749,8752
37750,34738
37751,53410
37752,5256
37753,3799
37754,48232
37755,103572
37756,134053
37757,3408
37758,68173
37759,888
37760,98797
37761,96627
37762,1804
37763,1869
37764,3826
37765,17746434
37766,84965
37767,10561
37768,26041
37769,38331
37770,11638
37771,72186
37772,6797
37773,1324
37774,95843
37775,112497
37776,2962
37777,12025
37778,19763
37779,48889
37780,32180
37781,16233
37782,2631
37783,2628
37784,3064
37785,1206
37786,920
37787,2057
37788,1889
37789,26327
37790,1725
37791,3112
37792,3810
37793,108938
37794,2458
37795,15855
37796,519903
37797,121260
37798,1815
37799,2796
37800,2637
37801,58422
37802,381
37803,970
37804,16646
37805,8361
37806,1208
37807,8010
37808,10036
37809,118865
37810,326338
37811,375754
37812,9672
37813,2640
37814,15929
37815,12741
37816,765
37817,751033
37818,7011
37819,7349
37820,2112
37821,1229
37822,1672
37823,102717
37824,420
37825,674830
37826,2517
37827,845
37828,5350
37829,83370
37830,4120
37831,3561
37832,34646
37833,14954796
37834,34834
37835,33977
37836,204210
37837,35695
37838,37794
37839,1618
37840,4668
37841,636
37842,2607
37843,3818
37844,2712
37845,2662
37846,2904
37847,2501
37848,28093
37849,2581
37850,12129
37851,105487
37852,26181
37853,99193
37854,18863
37855,873
37856,44479
37857,14345
37858,12117
37859,766
37860,876
37861,45820
37862,2154
37863,444
37864,430
37865,1162
37866,736
37867,372
37868,9026
37869,4063
37870,17832
37871,16908
37872,740
37873,1849670
37874,3830
37875,2389
37876,14095
37877,1233
37878,2102
37879,28030
37880,17080
37881,19656
37882,19699
37883,26005
37884,24808
37885,6322
37886,5029
37887,2783
37888,73620
37889,1302376
37890,4040
37891,4593
37892,1303
37893,2840
37894,7511
37895,8179
37896,3211
37897,1515
37898,767252
37899,195827
37900,54204
37901,12520
37902,3185
37903,21877
37904,2406
37905,253129
37906,91476
37907,89026
37908,6194
37909,7055
37910,6095
37911,3668
37912,71045
37913,8422
37914,7860
37915,51822
37916,93053
37917,318065
37918,1775
37919,2330
37920,7660
37921,106468
37922,103186
37923,15829
37924,2057
37925,2050
37926,1647
37927,3395
37928,1036
37929,2684
37930,378166
37931,14773781
37932,4394
37933,4064
37934,1703
37935,4249
37936,5862
37937,1964
37938,9317
37939,2480
37940,3105
37941,4350
37942,4792
37943,826
37944,1856027
37945,5777
37946,3016
37947,15956
37948,2110
37949,2989
37950,27023
37951,82266
37952,29941
37953,2824
37954,20446
37955,19858
37956,1409
37957,3222
37958,3592
37959,4939
37960,47075
37961,4028
37962,3746
37963,1667
37964,1550
37965,1973
37966,1969
37967,17995
37968,1916317
37969,11574
37970,5836
37971,21358
37972,2107597
37973,1055561
37974,6032
37975,234039
37976,2269
37977,53706
37978,1330
37979,147912
37980,46517
37981,97100
37982,46608
37983,47406
37984,1760
37985,4768
37986,43609
37987,175033
37988,1213
37989,2194
37990,1184
37991,508737
37992,2797
37993,27976
37994,491
37995,28418
37996,4720
37997,4956
37998,4113
37999,3291645
38000,6335
38001,11546
38002,9296
38003,913
38004,3730
38005,1883
38006,3644
38007,33755
38008,110806
38009,2907
38010,1052
38011,765
38012,1889
38013,1853
38014,3820
38015,2914
38016,927
38017,3159
38018,14528842
38019,1207
38020,1109
38021,1339
38022,7497
38023,6605
38024,4507
38025,4988
38026,42049
38027,35526
38028,3135
38029,44304
38030,46148
38031,40578
38032,6043
38033,1471
38034,2089
38035,3455392
38036,18667
38037,2745
38038,60291
38039,2089596
38040,96766
38041,3061
38042,19142
38043,74045
38044,1920
38045,1833
38046,1601
38047,5586
38048,912
38049,1082
38050,1464
38051,11992
38052,2021
38053,429920
38054,2027
38055,3900
38056,61185
38057,199514
38058,28762
38059,3967
38060,650
38061,26139
38062,340115
38063,11587
38064,341689
38065,32297
38066,22578
38067,137866
38068,36242
38069,23744
38070,26835
38071,308540
38072,61749
38073,24520
38074,817
38075,3041
38076,735
38077,2716
38078,45204
38079,11745
38080,2984
38081,143
38082,6916
38083,8331
38084,513
38085,1553
38086,20905
38087,4697
38088,12099
38089,1152
38090,1946
38091,1139504
38092,8715
38093,2987
38094,1489
38095,533
38096,6269
38097,2092
38098,1693
38099,665
38100,3268
38101,5792
38102,2911
38103,680
38104,2127
38105,3263
38106,2136
38107,7374
38108,3359
38109,3519
38110,5356
38111,2868
38112,3651
38113,4169
38114,7803
38115,7734
38116,86013
38117,3605
38118,12169
38119,1265
38120,2809
38121,585
38122,37165
38123,50746
38124,61382
38125,55889
38126,21077
38127,21606
38128,10010
38129,5996
38130,2211
38131,337569
38132,8610
38133,12696
38134,85710
38135,2053
38136,1301
38137,735
38138,3634
38139,4078
38140,1895225
38141,2797
38142,2493
38143,915
38144,1289
38145,662
38146,751
38147,262670
38148,2220
38149,505
38150,2357
38151,10128
38152,9472
38153,5627
38154,6583
38155,3782
38156,3171
38157,4014
38158,194851
38159,8828
38160,1529
38161,747245
38162,10067
38163,19614
38164,23765
38165,38494
38166,47050
38167,152068
38168,44261
38169,14795
38170,237
38171,882
38172,878
38173,813
38174,1735
38175,350
38176,337
38177,221
38178,936
38179,8112
38180,397102
38181,765
38182,2036
38183,2091
38184,14049
38185,6526
38186,6982
38187,1742
38188,529
38189,2869
38190,795
38191,7915
38192,367776
38193,11959
38194,1695
38195,1261
38196,1193235
38197,3521
38198,4334
38199,2503
38200,970
38201,7251
38202,1869
38203,2233
38204,1318
38205,2686
38206,12627
38207,1325
38208,3670
38209,45433
38210,3315
38211,13482
38212,3715
38213,3801
38214,13260
38215,1309
38216,1200
38217,747
38218,3163
38219,1199
38220,1618
38221,2126
38222,2448
38223,16091
38224,1944018
38225,17156
38226,9475
38227,8271
38228,1981273
38229,1578
38230,4141
38231,3077
38232,2526
38233,3232
38234,3677
38235,2973
38236,3388
38237,59238
38238,2152
38239,4028
38240,548
38241,47188
38242,2572
38243,310564
38244,188
38245,8274
38246,1817
38247,56245
38248,7774
38249,387113
38250,175834
38251,1422
38252,1022241
38253,575
38254,2393
38255,564927
38256,5576
38257,6972
38258,5275
38259,9415
38260,11270
38261,1579
38262,5793
38263,2367
38264,4627
38265,1956
38266,2895
38267,4755
38268,4269
38269,7551
38270,6859
38271,631
38272,1410
38273,2553
38274,2508
38275,1474
38276,5174
38277,2317
38278,82157
38279,7910
38280,6059
38281,4961
38282,1654
38283,1133
38284,2031
38285,8492
38286,2238
38287,14980043
38288,62126
38289,1066
38290,2561
38291,2706
38292,1071
38293,1386
38294,3033
38295,4869
38296,3520
38297,2239
38298,4850
38299,6317
38300,122793
38301,4151
38302,2683
38303,847
38304,1089
38305,3993
38306,3781
38307,557
38308,557
38309,3608
38310,2659
38311,11295
38312,20079
38313,35706
38314,6847
38315,93744
38316,48883
38317,47714
38318,1128
38319,73940
38320,1191105
38321,2252
38322,29537
38323,45298
38324,892
38325,1032
38326,11280
38327,1158
38328,2677
38329,6838
38330,642
38331,909
38332,3884
38333,1278
38334,1677
38335,57297
38336,741
38337,3190
38338,866
38339,3329
38340,3511
38341,1401
38342,12714
38343,65660
38344,5464
38345,5011
38346,14115
38347,22365
38348,3671
38349,6115
38350,142049
38351,2556
38352,4726
38353,10067
38354,9710
38355,1531
38356,12591
38357,1251
38358,126970
38359,2486
38360,670221
38361,10924
38362,3320
38363,4220
38364,1663
38365,6638
38366,1862
38367,1838
38368,15126820
38369,443
38370,4776
38371,5175
38372,3686
38373,3074
38374,570
38375,258323
38376,1374
38377,9656
38378,694
38379,10633
38380,2490
38381,223384
38382,1410
38383,2953
38384,24436
38385,1357
38386,245543
38387,2033
38388,719
38389,1171
38390,18283
38391,116310
38392,84442
38393,18147
38394,760
38395,50692
38396,658588
38397,78359
38398,62668
38399,151
38400,37239
38401,37578
38402,474
38403,1306
38404,173
38405,19861
38406,17052
38407,19821
38408,31415
38409,160134
38410,65498
38411,25318
38412,34529
38413,934980
38414,72896
38415,36936
38416,2049
38417,1427
38418,2511
38419,397
38420,2090
38421,3189
38422,2962
38423,3260
38424,5454
38425,9141
38426,2355
38427,8670
38428,7677
38429,1982
38430,225144
38431,1118
38432,8445
38433,55757
38434,1764
38435,3798
38436,2754
38437,2224
38438,1873
38439,46371
38440,3299
38441,323942
38442,2814
38443,419890
38444,12449
38445,23899
38446,118792
38447,2543
38448,888
38449,1403
38450,5319
38451,12159
38452,10020
38453,1371
38454,4774
38455,2710
38456,9292
38457,1401
38458,348
38459,34286
38460,3360
38461,16226
38462,18099
38463,124484
38464,471
38465,2296
38466,1505
38467,6173
38468,5347
38469,5503
38470,43423
38471,14136
38472,330826
38473,10974
38474,626
38475,2628
38476,6507
38477,8140
38478,10848
38479,408402
38480,19387
38481,25263
38482,30196
38483,7374
38484,19919
38485,19324
38486,6564
38487,26702
38488,13187
38489,2579
38490,5645
38491,15511
38492,5711
38493,9180
38494,19588
38495,10729
38496,25553
38497,8824
38498,11382
38499,88803
38500,7763
38501,1135
38502,29629
38503,62369
38504,143
38505,2354
38506,366746
38507,5859
38508,4629
38509,686
38510,9321
38511,99027
38512,1359121
38513,18829
38514,23685
38515,1313
38516,3692
38517,762
38518,15419
38519,39569
38520,1049
38521,41372
38522,42185
38523,9731
38524,18823
38525,19802
38526,3448
38527,4147
38528,2454
38529,103251
38530,4711
38531,3160
38532,3176
38533,2431
38534,12332
38535,3345
38536,1985
38537,14802575
38538,9368
38539,83205
38540,10565
38541,5156
38542,7438
38543,9291
38544,4626
38545,254
38546,1131484
38547,319
38548,3713
38549,6127
38550,672
38551,10536
38552,26951
38553,1878
38554,445312
38555,12934
38556,2706
38557,3706
38558,3795
38559,6932
38560,2692
38561,6010
38562,3385
38563,676
38564,1872960
38565,34694
38566,832
38567,1629
38568,3911
38569,929
38570,5193
38571,91421
38572,12111
38573,9347
38574,1641
38575,570
38576,2171
38577,2641
38578,2180
38579,25513
38580,1487
38581,275624
38582,9859
38583,9655
38584,6361
38585,1387
38586,255580
38587,16534
38588,22605
38589,863370
38590,71255
38591,37008
38592,24861
38593,335612
38594,58783
38595,24364
38596,410493
38597,2335
38598,11423
38599,173175
38600,5023
38601,6298
38602,4745
38603,1128
38604,2720
38605,8942
38606,2718
38607,9365
38608,1247
38609,7875
38610,18846
38611,2739
38612,3625
38613,8697
38614,1759
38615,3819
38616,2451
38617,232994
38618,1291
38619,2130
38620,2144
38621,1786
38622,3346
38623,2060
38624,234089
38625,6162
38626,1891
38627,1415
38628,1007
38629,995
38630,46675
38631,462760
38632,97610
38633,62036
38634,24072
38635,136828
38636,34349
38637,1153416
38638,4047
38639,67937
38640,312276
38641,56191
38642,24150
38643,4992
38644,12571
38645,2465
38646,23917
38647,18605
38648,25598
38649,3949
38650,25533
38651,28034
38652,24632
38653,9817
38654,1467
38655,8807
38656,4143
38657,10537
38658,1993846
38659,26594
38660,18967
38661,234169
38662,2037978
38663,5824
38664,4430
38665,4074
38666,22247
38667,17801
38668,1689
38669,6007
38670,223765
38671,1609
38672,3807
38673,1381
38674,2318
38675,1852
38676,5902
38677,3445
38678,2209
38679,106889
38680,2091
38681,40002
38682,179009
38683,3271
38684,986
38685,1211
38686,22389
38687,19024
38688,705
38689,625
38690,780
38691,5274
38692,4857
38693,675
38694,3981
38695,586
38696,10370
38697,9307
38698,5133
38699,2216
38700,5251
38701,5879
38702,9580
38703,25053
38704,95235
38705,10809
38706,1856
38707,1978
38708,3196
38709,4906
38710,4757
38711,6571
38712,2218
38713,8590
38714,89507
38715,2128
38716,6774
38717,1063
38718,8798
38719,7812
38720,6375
38721,1671
38722,138534
38723,113890
38724,634
38725,138717
38726,148342
38727,117117
38728,23710
38729,3587
38730,6297
38731,390225
38732,2681
38733,6252
38734,149584
38735,119501
38736,264786
38737,6158
38738,10392
38739,1907949
38740,8963
38741,7055
38742,46323
38743,4927
38744,326136
38745,3237
38746,22555
38747,2087
38748,3926
38749,2255
38750,10278
38751,4039
38752,7682
38753,11973
38754,30680
38755,26557
38756,7631
38757,3273
38758,13561
38759,16491
38760,4514
38761,6337
38762,427
38763,4915
38764,744702
38765,3846
38766,13699
38767,9755
38768,24163
38769,571
38770,38765
38771,905
38772,98942
38773,2974
38774,7825
38775,899
38776,15162
38777,1809
38778,21197
38779,3242
38780,31087
38781,14096
38782,8681
38783,9412
38784,915
38785,3057
38786,981
38787,12424
38788,10150
38789,9710
38790,12003
38791,16268
38792,7518
38793,17148
38794,3441
38795,1049803
38796,10052
38797,11011
38798,2664
38799,10692
38800,11635
38801,3218
38802,448
38803,2013
38804,17433
38805,8070
38806,3051
38807,2049
38808,539
38809,10253
38810,1336
38811,1147
38812,3815
38813,2083
38814,45116
38815,10937
38816,18309
38817,3081
38818,5270
38819,3122
38820,11825
38821,18079
38822,58441
38823,20814
38824,60280
38825,2020
38826,1358
38827,9902
38828,3064
38829,1355
38830,19436
38831,1845805
38832,49932
38833,1044
38834,17934
38835,1896975
38836,25819
38837,15869
38838,14530
38839,3420
38840,16440
38841,40308
38842,47953
38843,2895
38844,334510
38845,11318
38846,81628
38847,3458
38848,8944
38849,18978
38850,19841
38851,73193
38852,193442
38853,7655
38854,10826
38855,10153
38856,2637
38857,1921
38858,2272
38859,7411
38860,19652
38861,851
38862,20023
38863,20393
38864,2737
38865,3548
38866,3944
38867,2453
38868,4637
38869,1779
38870,6308
38871,1940
38872,1135
38873,2651
38874,3543
38875,1498
38876,1114
38877,3433
38878,14080
38879,3911
38880,1282
38881,261093
38882,4967
38883,354008
38884,107236
38885,1066
38886,261379
38887,87489
38888,681896
38889,153192
38890,110128
38891,39615
38892,108474
38893,55814
38894,45038
38895,46076
38896,284304
38897,52671
38898,71211
38899,4307
38900,3285
38901,28553
38902,30776
38903,61398
38904,1348
38905,1327
38906,1401
38907,2602
38908,6175
38909,2041
38910,1042
38911,3724
38912,7616
38913,9078
38914,14535
38915,17056
38916,1401
38917,636
38918,77194
38919,4501
38920,3849
38921,35154
38922,4326
38923,35784
38924,12262
38925,498433
38926,495081
38927,22696
38928,19054
38929,1918
38930,1296
38931,7379
38932,19470
38933,3501
38934,6292
38935,2811
38936,11189
38937,3734
38938,7481
38939,10077
38940,73447
38941,10634
38942,3152
38943,8297
38944,3404
38945,4915
38946,6058
38947,637
38948,1733
38949,499
38950,3932
38951,3165
38952,10202
38953,18715
38954,144874
38955,10921
38956,3457
38957,3662
38958,9127
38959,11705
38960,15047
38961,4776
38962,2293
38963,10220
38964,9788
38965,7990
38966,1944
38967,9135
38968,14712
38969,2398
38970,5545
38971,10672
38972,11187
38973,6021
38974,2679
38975,1541
38976,27610
38977,6385
38978,104144
38979,7518
38980,18794
38981,7999
38982,23729
38983,255635
38984,18791
38985,13889
38986,15251640
38987,12106
38988,562
38989,12851
38990,11691
38991,8807
38992,2197
38993,259319
38994,3211
38995,9665
38996,5837
38997,81871
38998,13894
38999,6564
39000,71081
39001,71631
39002,44746
39003,44430
39004,7137
39005,62574
39006,175277
39007,37519
39008,20867
39009,25745
39010,316940
39011,117228
39012,25006
39013,320529
39014,1019
39015,5811
39016,59109
39017,9259
39018,23002
39019,10825
39020,9356
39021,10689
39022,5355
39023,7495
39024,517
39025,19083
39026,1729
39027,8576
39028,1735
39029,2309
39030,11101
39031,922
39032,610
39033,6784
39034,2191
39035,1325
39036,9192
39037,8963
39038,625
39039,1377126
39040,10696
39041,10791
39042,1930
39043,8939
39044,3708
39045,15649
39046,5879
39047,301677
39048,23408
39049,847
39050,647
39051,6859
39052,11691
39053,259
39054,3154
39055,9118
39056,36467
39057,18323
39058,144877
39059,26235
39060,25251
39061,1058
39062,15126
39063,3927
39064,72267
39065,2681
39066,3387
39067,8006
39068,35401
39069,1343
39070,19591
39071,21048
39072,6505
39073,34464
39074,3094
39075,4153
39076,19953
39077,2926
39078,365
39079,1529
39080,19581
39081,4242
39082,3037
39083,4737
39084,25060
39085,9714
39086,15411
39087,1081
39088,9175
39089,11519
39090,73207
39091,10240
39092,17993
39093,10110
39094,27146
39095,37171
39096,33799
39097,19258
39098,1947
39099,19317
39100,19230
39101,46267
39102,5385
39103,50840
39104,21611
39105,15191
39106,26355
39107,21945
39108,61321
39109,1829
39110,1479
39111,1903
39112,655
39113,954
39114,1050
39115,3087
39116,13296
39117,3027
39118,9279
39119,1076
39120,2515
39121,234669
39122,2194
39123,3331
39124,2422
39125,26275
39126,7724
39127,1029
39128,4540
39129,4379063
39130,13185
39131,71943
39132,12469
39133,16117
39134,2944
39135,4056
39136,2533
39137,4743
39138,102397
39139,3570
39140,1712
39141,1568
39142,1120
39143,973
39144,2672
39145,2264
39146,16724473
39147,11771
39148,15255
39149,5376
39150,2558
39151,2067
39152,1449
39153,9861
39154,3444
39155,2365
39156,2402
39157,2727
39158,1998
39159,1899
39160,2337
39161,2689
39162,1836
39163,261236
39164,3202
39165,2441
39166,762
39167,7276
39168,12596
39169,14924
39170,267264
39171,706
39172,1494
39173,585
39174,70175
39175,415
39176,2133
39177,1128
39178,13851
39179,88353
39180,1308459
39181,192435
39182,97290
